name,address,citystate,zip,phone,web,email,target_type,target_value,program_type,category,subcategory,alt_name
WESLEY HOUSE COMMUNITY SERVICES - LLM - 55K,5114 Preston Highway,Louisville KY,40213,"[""(502) 968-8231"", ""(502) 968-8236""]",http://www.wesleyhouseky.org,mailto:drcwesleyh@gmail.com,Target%20Populations,Children/Youth,Job%20Training%20Formats~,EMPLOYMENT SERVICES,LOUISVILLE WORKS,
AMERICAN BUSINESS CORP - JOB CORPS,720 Rolling Creek Drive Suite 204,"New Albany, IN",47150,"[""(812) 945-4916"", ""(866) 259-3525"", ""(812) 945-5351""]",http://www.abcworks.net,mailto:swilliar@abcworks.net,Target%20Populations,Children/Youth,Job%20Training%20Formats~,EMPLOYMENT SERVICES,,
INDIANA DIVISION OF FAMILY RESOURCES - FLOYD COUNTY,800 East Eighth Street 2nd Floor,"New Albany, IN",47150,"[""(800) 403-0864""]",http://in.gov/fssa/dfr,mailto:kathy.cook@fssa.in.gov,Target%20Populations,Children/Youth,Job%20Training%20Formats~,EMPLOYMENT SERVICES,IMPACT,
WORKONE REGION 10,2125 State Street Suite 16,"New Albany, IN",47150,"[""(812) 948-6102"", ""(866) 948-9675"", ""(812) 948-6118""]",http://www.workoneregion10.com,mailto:rm@wda-inc.org,Target%20Populations,Children/Youth,Job%20Training%20Formats~,EMPLOYMENT SERVICES,WORKONE EMPLOYMENT AND TRAINING SERVICES,WORKONE REGION 10 - NEW ALBANY
EXPERIENCE WORKS,301 N Chestnut Street,"Seymour, IN",47274,"[""(812) 522-7930"", ""(866) 796-8550""]",http://http/www.experienceworks.org,mailto:stephanie_brown@experienceworks.org,Target%20Populations,Children/Youth,Job%20Training%20Formats~,EDUCATION AND CAREER DEVELOPMENT,,
YMCA OF GREATER LOUISVILLE - LLM,1950 Otter Creek Park Road,,40108,"[""(502) 942-2616"", ""(800) 411-5822"", ""(502) 942-2637""]",http://www.ymcacamppiomingo.org,mailto:piomingo@ymcacamppiomingo.org,Target%20Populations,Children/Youth,Day%20Camps~,CAMPING FACILITY,CAMP PIOMINGO,YMCA OF GREATER LOUISVILLE - CAMP PIOMINGO
DERBY DINNER PLAYHOUSE,,,,"[""(812) 288-8281"", ""(877) 898-8577"", ""(812) 288-2636""]",http://derbydinner.com,mailto:wallace@derbydinner.com,Target%20Populations,Children/Youth,Day%20Camps~,,,
JEFFERSON MEMORIAL FOREST,,"Fairdale, KY",40118,"[""(502) 368-5404""]",http://www.louisvilleky.gov/MetroParks/parks/jeffersonmemorialforest/educationalprograms/summercamps,,Target%20Populations,Children/Youth,Day%20Camps~,,,
LOUISVILLE METRO PARKS DEPARTMENT - LLM,11311 Mitchell Hill Road,"Fairdale, KY",40118,"[""(502) 368-5404"", ""(502) 368-6858""]",http://bestparksever.com,mailto:forest@louisvilleky.gov,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,TEEN OUTDOOR ADVENTURE CAMP,LOUISVILLE METRO PARKS DEPARTMENT - JEFFERSON MEMORIAL FOREST
YMCA OF SOUTHERN INDIANA,,,,"[""(812) 283-9622""]",http://http/www.ymcasi.org,mailto:mclipp@ymcasi.org,Target%20Populations,Children/Youth,Day%20Camps~,DAY CAMP PROGRAM,,YMCA OF SOUTHERN INDIANA - CLARK COUNTY BRANCH
AVIATION MUSEUM OF KENTUCKY,,,40510,"[""(859) 353-0467"", ""(502) 363-8545"", ""(502) 363-8507""]",http://www.aviationky.org/camp.asp,mailto:camps2014@aviationky.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,AVIATION CAMPS OF KENTUCKY OST,
AMERICANA COMMUNITY CENTER - LLM - 55K,4801 Southside Drive,Louisville KY,40214,"[""(502) 366-7813""]",http://americanacc.org,mailto:kristin@americanacc.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,AMERICANA SUMMER YOUTH PROGRAM,
BAPTIST FELLOWSHIP CENTER,1351 Catalpa Street,Louisville KY,40211,"[""(502) 774-2734"", ""(502) 774-5723""]",http://www.bfcenter.org,mailto:bfc@bfcenter.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER MINISTRIES,
BELLARMINE UNIVERSITY,2001 Newburg Road,Louisville KY,40205,"[""(502) 272-8166"", ""(800) 274-4723""]",http://www.bellarmine.edu/ce/summeryouthcamps/,mailto:continuingstudies@bellarmine.edu,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMPS,
BLACKACRE STATE NATURE PRESERVE AND HISTORIC HOMESTEAD,3200 Tucker Station Road,Louisville KY,40299,"[""(502) 266-9802""]",http://blackacreconservancy.org/summer-camp-is-bacl-at-blackacre/,mailto:blackacre3200@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,BLACKACRE WEE EXPLORERS OST,
BOY SCOUTS OF AMERICA - LINCOLN HERITAGE COUNCIL - LLM,12001 Sycamore Station Place,Louisville KY,40299,"[""(502) 361-2624"", ""(502) 361-7899""]",http://lhcbsa.org,mailto:clint.scharff@scouting.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,BSA DAY CAMP AND RESIDENT CAMP PROGRAMS,
SUMMER BRAIN GAIN,,,,[],,,,,,,,
SUMMER BRAIN GAIN,,,,[],,,,,,,,
SUMMER BRAIN GAIN,,,,[],,,,,,,,
CABBAGE PATCH SETTLEMENT HOUSE - LLM - 55K,1413 S 6th Street,Louisville KY,40208,"[""(502) 634-0811"", ""(502) 753-4449""]",http://cabbagepatch.org,mailto:mbrown@cabbagepatch.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
CANAAN COMMUNITY DEVELOPMENT CORPORATION - LLM - 55K,2840 Hikes Lane,Louisville KY,40218,"[""(502) 776-6369""]",http://ccdcky.org,mailto:acrowe@ccdcky.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER EXPLORATION CAMP,
CENTER FOR HEALTH EQUITY,2422 West Chestnut Street,Louisville KY,40211,"[""(502) 574-8045""]",,,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,HEALING FUTURES FELLOWSHIP OST,
CHALLENGER LEARNING CENTER,4001 Herman Street,Louisville KY,40212,"[""(502) 485-7630""]",http://www.clclouisville.org/programs/summer-camps,mailto:clc.shawnee@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,,,
CTPE,3807 Therina Way,Louisville KY,40241,"[""(502) 240-9325"", ""(502) 418-5312""]",http://www.chessperformance.com,mailto:ChessPerformance@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,,,
CULTIVATING THE YOUTH EXPERIENCE,332 West Broadway Suite 614 Heyburn Building,Louisville KY,40202,"[""(502) 694-2893""]",http://www.ctye.org,mailto:Ctye2011@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,GEAR UP FOR READING OST,
DOWN SYNDROME OF LOUISVILLE,5001 South Hurstbourne Parkway,Louisville KY,40291,"[""(502) 366-7813""]",http://www.downsyndromeoflouisville.org,mailto:info@downsyndromeoflouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
DRAMA BY GEORGE,1236 Lexington Road Suite 102,Louisville KY,40204,"[""(502) 718-5090""]",http://www.dramabygeorge.com/camps,mailto:drama@dramabygeorge.com,Target%20Populations,Children/Youth,Day%20Camps~,,,
E P TOM SAWYER STATE PARK,3000 Freys Hill Road,Louisville KY,40241,"[""(502) 429-7270"", ""(502) 429-7273""]",http://www.parks.ky.gov/parks/recreationparks/tom-sawyer,mailto:tomsawyer@ky.gov,Target%20Populations,Children/Youth,Day%20Camps~,CAMPING FACILITY,KIDS SUMMER CAMPS,
EXCEPTIONAL TEENS AND ADULTS - 55K,724 West Breckinridge Street,Louisville KY,40203,"[""(502) 290-1585""]",http://www.exceptionalteensadults.org,mailto:rose@exceptionalteensadults.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
CLASP PROGRAM,,,,[],,,,,,,,
FIRST GETHSEMANE CENTER FOR FAMILY DEVELOPMENT - 55K,1159 Algonquin Parkway,Louisville KY,40208,"[""(502) 634-1839"", ""(502) 635-6966""]",http://1stgchurch.org/,mailto:TeamKidcamp@1stgchurch.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,TEAMKID SUMMER CAMP,
FIRST VIRGINIA AVENUE BAPTIST CHURCH,3601 Virginia Avenue,Louisville KY,40211,"[""(502) 819-9569""]",,,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER EXPLORATIONS OST,
FRAZIER HISTORY MUSEUM,829 West Main Street,Louisville KY,40202,"[""(502) 753-5663""]",http://fraziermuseum.org/summercamps,mailto:info@fraziermuseum.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMPS OST,
GHEENS SCIENCE HALL AND RAUCH PLANTARIUM,106 West Brandeis Avenue,Louisville KY,40292,"[""(502) 852-6664"", ""(502) 852-0831""]",http://louisville.edu/planetarium,mailto:planet@louisville.edu,Target%20Populations,Children/Youth,Day%20Camps~,,,
GIRL SCOUTS OF KENTUCKIANA,2115 Lexington Road,Louisville KY,40206,"[""(502) 449-3677""]",http://www.gskentuckiana.org/Pathways/Camp.aspx,mailto:ajohnson-moore@kyanags.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
HIGHLAND PARK CDC,3700 Shanks Lane,Louisville KY,40216,"[""(502) 449-3677""]",http://www.highlandparkcdc.com/,mailto:smiller@highlandparkcdc.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3951 Cane Run Road Cane Run Elementary School,Louisville KY,40211,"[""(502) 776-5995""]",http://www.jcpsky.net/schools,mailto:Carolyn.merriweather@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - CANE RUN ELEMENTARY SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,1001 Fairdale Rd Fairdale High school,Louisville KY,40118,"[""(502) 485-8100""]",http://www.jcpsky.net/schools,mailto:Kathy.blevins@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - FAIRDALE HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3400 Lees Lane Farnsley Middle School,Louisville KY,40216,"[""(502) 448-9799""]",http://www.jcpsky.net/schools,mailto:Anna.burgan@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,13700 Sandray Blvd Frost Middle School,Louisville KY,40272,"[""(502) 995-0879""]",http://www.jcpsky.net/schools,mailto:Kelly.poole@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - FROST MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,4615 Taylor Blvd Iroquois High School,Louisville KY,40215,"[""(502) 485-6601""]",http://www.jcpsky.net/schools,mailto:Ammerah.granger@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - IROQUOIS HIGH SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,828 S Jackson Street Meyzeek Middle School,Louisville KY,40203,"[""(502) 584-8603""]",http://www.jcpsky.net/schools,mailto:Artrice.temple@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - MEYZEEK MIDDLE SCHOOL / FARNSLEY MIDDLE SCHOOL
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,2201 W Main Street Western Middle School,Louisville KY,40212,"[""(502) 485-6799""]",http://www.jcpsky.net/schools,mailto:Micheal.george@jefferson.kyschools.us,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,CHILDCARE ENRICHMENT PROGRAM,JEFFERSON COUNTY PUBLIC SCHOOLS - WESTERN MIDDLE SCHOOL
JEWISH COMMUNITY ASSOCIATION LOUISVILLE,3600 Dutchmans Lane,Louisville KY,40205,"[""(502) 238-2708""]",http://jewishlouisville.org/jcc/camp/summer-camp,mailto:bschwartz@jewishlouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
JEWISH COMMUNITY CENTER,3600 Dutchmans Lane,Louisville KY,40205,"[""(502) 459-0660"", ""(502) 459-6885""]",http://www.jccoflouisville.org,mailto:bmckiernan@jccoflouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,DAY CAMP PROGRAM,,
JUNIOR ACHIEVEMENT OF KENTUCKIANA,1401 West Muhammad Ali Boulevard James W Robinson Center,Louisville KY,40203,"[""(502) 561-5437""]",http://www.jaky.org/summercamps,,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,JA BIZTOWN CAMP OST,
KENTUCKY ALLIANCE AGAINST RACIST AND POLITICAL REPRESSION,3208 West Broadway The Braden Center,Louisville KY,40211,"[""(502) 778-8130"", ""(502) 778-8173""]",http://www.louisvillepeace.org/kentucky-alliance-against-racist-and-political-repression.html,mailto:kyall1974@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,YOUTH DEVELOPMENT,ARTS AND ACTIVISM YOUTH PROGRAM,
KENTUCKY DERBY MUSEUM,704 Central Avenue,Louisville KY,40208,"[""(502) 992-5911""]",http://www.derbymuseum.org/education.html,,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
KENTUCKY HUMANE SOCIETY,241 Steedly Drive,,40214-2961,"[""(502) 366-3355"", ""(502) 515-3149""]",http://www.kyhumane.org/forkids/khs-camps,mailto:education@kyhumane.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
KENTUCKY HUMANE SOCIETY,1000 Lyndon Lane Suite B,Louisville KY,40222,"[""(502) 272-1070"", ""(502) 515-3149""]",http://www.kyhumane.org/forkids/khs-camps,mailto:education@kyhumane.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,KENTUCKY HUMANE SOCIETY - EAST CAMPUS
KMAC CAMP COUTURE,,SUMMER ART STUDIO AT BLACKACRE,,[],,,,,,,,
KENTUCKY REFUGEE MINISTRIES,1011 Cherokee Road,Louisville KY,40204,"[""(502) 479-9180""]",http://kyrm.org/,mailto:aeisenmenger@kyrm.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,REFUGEE YOUTH SERVICES OST,
KENTUCKY SCIENCE CENTER,727 W Main Street,Louisville KY,40202,"[""(502) 561-6100"", ""(800) 591-2203""]",http://kysciencecenter.org/kids/camps,,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
LEARNING DISABILITIES ASSOCIATION OF KENTUCKY - 55K,2210 Goldsmith Lane Suite 118,Louisville KY,40218,"[""(502) 473-1256"", ""(877) 587-1256""]",http://www.ldaofky.org,mailto:Info@LDAofKY.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,ACADEMIC ENRICHMENT,
LIGHTHOUSE PROMISE,5312 Shepherdsville Road,Louisville KY,40228,"[""(502) 964-5909"", ""(502) 964-5985""]",http://www.thelighthousecenter.org,mailto:light316@mw.twcbc.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
LINCOLN FOUNDATION,200 W Broadway Suite 500,Louisville KY,40202,"[""(502) 585-4733""]",http://www.lincolnfdn.org/educational-programs/project-build,mailto:info@lincolnfdn.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,PROJECT BUILD OST,
LITTLE LOOM HOUSE,328 Kenwood Hill Road,Louisville KY,40214,"[""(502) 367-4792""]",http://littleloomhouse.org,mailto:education@littleloomhouse.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER FIBER ARTS CAMP OST,
LOCUST GROVE,561 Blankenbaker Lane,Louisville KY,40207,"[""(502) 368-5404""]",http://www.locustgrove.org/camps,mailto:mwilliams@locustgrove.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
LOS MONITOS LANGUAGE COMPANY,1244 S Third Street,Louisville KY,40203,"[""(502) 893-0933""]",http://losmonitos.com,mailto:sara@losmonitos.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,INTERNATIONAL CAMPS OST,
LOUISVILLE BALLET SCHOOL,4121 Shelbyville Road,Louisville KY,40207,"[""(502) 583-3150""]",http://www.louisvilleballet.org/DanceSchool,mailto:school@louisvilleballet.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER DANCE PROGRAMS OST,
LOUISVILLE CENTRAL COMMUNITY CENTERS - LLM - 55K,1300 West Muhammad Ali Boulevard 2nd Floor,Louisville KY,40203,"[""(502) 583-8821"", ""(502) 583-8824""]",http://www.lcccnews.org,mailto:gwoods@lcccnews.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
LOUISVILLE METRO PARKS DEPARTMENT - LLM,1297 Trevilian Wy,Louisville KY,40233,"[""(502) 456-8100"", ""(502) 456-8173""]",http://bestparksever.com,mailto:parks@louisvilleky.gov,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,REDS ROOKIE,
LOUISVILLE NATURE CENTER,3745 Illinois Avenue,Louisville KY,40213,"[""(502) 458-1328""]",http://www.louisvillenaturecenter.org/summercamps.htm,mailto:eblock@louisvillenaturecenter.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
LOUISVILLE URBAN LEAGUE - LLM - 55K,1535 W Broadway,Louisville KY,40203,"[""(502) 566-3383""]",http://www.lul.org,mailto:imuhammad@lul.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER REACH,
LOUISVILLE VISUAL ART ASSOCIATION,2117 Payne Street,Louisville KY,40206,"[""(502) 584-8166""]",http://https://lvaasummercamps2014.eventbrite.com,mailto:sarah@louisvillevisualart.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,ARTS AND CRAFTS CAMP OST,
LOUISVILLE ZOO,1100 Trevilian Way,Louisville KY,40213,"[""(502) 459-2181"", ""(502) 500-8899""]",http://www.louisvillezoo.org/education/public/public.htm,mailto:danita.robbins@louisvilleky.gov,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SAFARI DAY CAMP OST,
NEIGHBORHOOD PLACE FIRST - LLM,1503 Rangeland Road,Louisville KY,40219,"[""(502) 852-8697""]",http://louisvilleky.gov/government/neighborhood-place,mailto:info@louisvilleky.gov,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,,
NEW DIRECTIONS HOUSING CORPORATION - LLM,1000 E Liberty Street,,40204-1029,"[""(502) 589-2272"", ""(800) 648-6056""]",http://www.ndhc.org,mailto:dawnd@ndhc.org,Target%20Populations,Children/Youth,Day%20Camps~,TUTORING SERVICES FOR YOUTH,YOUTH LEARNING CENTERS (55K),
PEACE EDUCATION PROGRAM - LLM,318 W Kentucky Street,Louisville KY,40203,"[""(502) 589-6583"", ""(502) 561-8392""]",http://www.peaceeducationprogram.org,mailto:office@peaceeducationprogram.org,Target%20Populations,Children/Youth,Day%20Camps~,YOUTH DEVELOPMENT,PEACECASTERS,
PLYMOUTH COMMUNITY RENEWAL CENTER - 55K,1626 W Chestnut Street,Louisville KY,40203,"[""(502) 583-7889"", ""(502) 583-9228""]",http://www.plymouthcommunity.com,mailto:plycommuncenter@yahoo.com,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER ACADEMIC ENRICHMENT PROGRAM,
PORTLAND PROMISE CENTER,,Louisville KY,40203,"[""(502) 776-2635""]",http://www.portlandpromise.org,mailto:mmatala@portlandpromise.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER PROGRAM SUMMER CAMP,
CAMPING FACILITY,,,,[],,,,,,,,
ST BENEDICT CENTER FOR EARLY CHILDHOOD EDUCATION,946 S 25th Street,Louisville KY,40210,"[""(502) 772-7324"", ""(502) 772-2359""]",http://www.stbenedictcenterlouisville.org,mailto:stbenedictcenter946@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,CHILD CARE SERVICES,SUMMER PROGRAM,
STAGE ONE FAMILY THEATRE,323 W Broadway Ste 600,Louisville KY,40202,"[""(502) 498-2436""]",http://www.stageone.org/summer-camps,mailto:stageone@stageone.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,DRAMAWORKS PROGRAM,
THE PARKLANDS OF FLOYDS FORK,1411 Beckley Creek Parkway,Louisville KY,40245,"[""(502) 584-0350""]",http://www.TheParklands.org/camps,mailto:outdoorclassroom@21cparks.org,Target%20Populations,Children/Youth,Day%20Camps~,,,
UNIVERSITY OF LOUISVILLE - LLM,2100 S Floyd Street SAC E201,Louisville KY,40292,"[""(502) 852-7547""]",http://https://camps.jumpforward.com/louisvilleWSoccercamps,mailto:jing@gocards.com,Target%20Populations,Children/Youth,Day%20Camps~,CAMPING FACILITY,CARDINAL SOCCER ACADEMY,
WESLEY HOUSE COMMUNITY SERVICES - LLM - 55K,5114 Preston Highway,Louisville KY,40213,"[""(502) 968-8231""]",http://www.wesleyhouseky.org,mailto:drcwesleyh@gmail.com,Target%20Populations,Children/Youth,Day%20Camps~,YOUTH DEVELOPMENT,YOUTH BRIGADE ACADEMY (OST),
YMCA OF GREATER LOUISVILLE - LLM,930 West Chestnut Street,Louisville KY,40203,"[""(502) 635-4380"", ""(502) 637-1575""]",http://www.ymcalouisvillechidcare.org/summer-day-camps/cep-creative-adventures-camo.html,mailto:snoonan@ymcalouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMP PROGRAMS OST,YMCA OF GREATER LOUISVILLE - CHESTNUT STREET BRANCH
YMCA OF GREATER LOUISVILLE - LLM,545 South 2nd Street,Louisville KY,40202,"[""(502) 635-4380"", ""(502) 637-1575""]",http://www.ymcalouisvillechidcare.org/summer-day-camps/cep-creative-adventures-camo.html,mailto:snoonan@ymcalouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMP PROGRAMS OST,
YMCA OF GREATER LOUISVILLE - LLM,9400 Mill Brook Rd,Louisville KY,40223,"[""(502) 635-4380"", ""(502) 637-1575""]",http://www.ymcalouisvillechidcare.org/summer-day-camps/cep-creative-adventures-camo.html,mailto:snoonan@ymcalouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMP PROGRAMS OST,YMCA OF GREATER LOUISVILLE - NORTHEAST FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,5930 Six Mile Lane,Louisville KY,40218,"[""(502) 635-4380"", ""(502) 637-1575""]",http://www.ymcalouisvillechidcare.org/summer-day-camps/cep-creative-adventures-camo.html,mailto:snoonan@ymcalouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMP PROGRAMS OST,YMCA OF GREATER LOUISVILLE - SOUTHEAST FAMILY BRANCH
YMCA OF GREATER LOUISVILLE - LLM,2800 Fordhaven Road,Louisville KY,40214,"[""(502) 635-4380"", ""(502) 637-1575""]",http://www.ymcalouisvillechidcare.org/summer-day-camps/cep-creative-adventures-camo.html,mailto:snoonan@ymcalouisville.org,Target%20Populations,Children/Youth,Day%20Camps~,SUMMER/FALL CAMP,SUMMER CAMP PROGRAMS OST,YMCA OF GREATER LOUISVILLE - SOUTHWEST FAMILY BRANCH
RECREATIONAL ACTIVITIES,,,,[],,,,,,,,
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,510 W Broadway Ste 701,Louisville KY,40203,"[""(502) 574-4115"", ""(502) 574-4197""]",http://www.ged4u.com,,Target%20Populations,Children/Youth,Academic%20Counseling,CAREER AND LIFE SKILLS EDUCATION,KENTUCKIANA WORKS YOUTH CAREER CENTER,JEFFERSON COUNTY PUBLIC SCHOOLS - KENTUCKIANA WORKS YOUTH CAREER CENTER
JEFFERSON COUNTY PUBLIC SCHOOLS - LLM - 55K,3332 Newburg Road,Louisville KY,40218,"[""(502) 485-3011"", ""(502) 485-3320"", ""(502) 485-3523""]",http://jcpsky.net,mailto:jcps.generalaccount@jefferson.kyschools.us,Target%20Populations,Children/Youth,Academic%20Counseling,CAREER AND LIFE SKILLS EDUCATION,CAREER AND TECHNICAL EDUCATION,
JEWISH FAMILY AND CAREER SERVICES - LLM,2821 Klempner Way Louis and Lee Roth Family Center,Louisville KY,40205,"[""(502) 452-6341"", ""(502) 452-6718""]",http://www.jfcslouisville.org,mailto:sreese@jfcslouisville.org,Target%20Populations,Children/Youth,Academic%20Counseling,EDUCATIONAL SERVICES,ACT AND SAT TEST PREPARATION (55K),
